reason_code_encoded,evidence_completeness_score,has_invoice,has_shipping_proof,has_proof_of_delivery,has_customer_communication,contradiction_count,contradiction_max_severity,fraud_probability,merchant_historical_win_rate,previous_disputes_won_count,dispute_amount,evidence_quality_score,merchant_won
1,1.0,1,1,1,1,1,2,0.1115,0.7521,44,1028.92,0.8474,0
0,0.75,1,1,0,1,1,0,0.098,0.561,9,459.68,0.6274,0
1,0.75,1,1,0,1,0,0,0.1555,0.6311,5,1013.44,0.5237,0
3,1.0,1,1,1,1,0,0,0.4228,0.6337,3,4352.72,0.8569,1
2,0.75,1,1,1,0,0,0,0.3107,0.3459,3,3097.23,0.5701,1
3,0.75,1,1,0,1,1,0,0.2477,0.8261,6,1522.48,0.5012,1
2,0.25,1,0,0,0,0,0,0.7292,0.4183,47,1159.68,0.2455,0
2,0.75,1,1,1,0,0,0,0.4092,0.5353,32,21109.31,0.6559,1
3,0.5,0,1,0,1,0,0,0.1555,0.8889,8,5211.57,0.4785,1
0,0.5,1,0,0,1,0,0,0.1677,0.8924,25,6141.77,0.4433,0
1,0.5,0,1,0,1,0,0,0.3494,0.8088,46,193.51,0.3875,1
0,0.25,1,0,0,0,0,0,0.2492,0.4087,40,315.03,0.2074,0
5,0.75,1,1,1,0,0,0,0.0574,0.7571,20,4464.26,0.6649,1
4,0.5,1,1,0,0,0,0,0.0291,0.7084,21,845.45,0.493,0
0,0.5,1,1,0,0,1,1,0.4617,0.6168,32,2040.84,0.3694,0
2,0.5,1,0,1,0,1,0,0.6155,0.5446,32,812.41,0.4781,0
4,0.5,1,0,1,0,0,0,0.2189,0.747,47,782.1,0.4867,1
0,0.25,1,0,0,0,1,3,0.6145,0.814,4,504.24,0.2212,0
2,0.75,1,1,0,1,2,3,0.2166,0.5524,20,3257.15,0.732,0
4,0.25,0,1,0,0,0,0,0.2036,0.6485,26,4805.37,0.1973,1
0,1.0,1,1,1,1,0,0,0.5179,0.9317,40,304.83,0.9836,1
2,0.75,1,1,1,0,0,0,0.0724,0.4519,0,1228.21,0.672,1
0,1.0,1,1,1,1,0,0,0.0491,0.7363,15,3859.08,0.6647,1
4,1.0,1,1,1,1,0,0,0.1266,0.9535,34,1843.35,0.9674,1
5,0.75,1,1,1,0,0,0,0.3666,0.7994,35,4368.77,0.6147,1
4,0.75,0,1,1,1,0,0,0.1029,0.829,43,5083.67,0.6083,1
1,0.75,1,1,1,0,1,3,0.1761,0.604,31,214.89,0.6362,1
3,0.5,1,0,0,1,0,0,0.2255,0.727,28,1777.98,0.3511,1
3,0.5,1,0,1,0,1,3,0.0986,0.9143,38,4671.52,0.4071,0
0,1.0,1,1,1,1,0,0,0.2031,0.808,46,1764.19,0.9409,1
3,0.25,1,0,0,0,0,0,0.0678,0.7454,22,120.48,0.1639,1
0,0.75,1,1,1,0,0,0,0.2717,0.6342,14,1534.75,0.5591,1
2,0.75,1,1,0,1,0,0,0.0932,0.6455,25,7312.93,0.4881,1
0,0.75,1,1,1,0,2,3,0.1265,0.8014,36,10723.49,0.5966,1
0,0.75,0,1,1,1,1,1,0.2276,0.7224,24,2977.54,0.6787,1
0,0.75,1,0,1,1,0,0,0.539,0.5615,1,1380.31,0.6972,1
2,1.0,1,1,1,1,1,3,0.1563,0.8133,11,2296.18,0.9808,1
0,0.5,1,1,0,0,0,0,0.0201,0.8754,18,1043.09,0.4315,0
2,1.0,1,1,1,1,0,0,0.1659,0.7286,31,744.26,0.7391,1
0,0.75,0,1,1,1,0,0,0.3056,0.5739,22,2481.05,0.7301,1
0,0.75,1,1,1,0,0,0,0.1525,0.8099,4,4770.4,0.691,1
1,0.75,1,1,1,0,0,0,0.0552,0.6672,24,980.69,0.6383,1
2,0.75,1,1,1,0,0,0,0.2098,0.5054,34,8509.86,0.6701,1
0,0.5,0,0,1,1,0,0,0.1161,0.9216,28,744.69,0.4868,1
2,0.5,1,1,0,0,0,0,0.3746,0.7685,37,2960.82,0.4497,1
4,1.0,1,1,1,1,0,0,0.0355,0.5455,44,5342.38,0.7789,1
2,0.75,1,1,1,0,1,2,0.4811,0.4092,19,940.07,0.6747,1
0,0.75,1,1,1,0,0,0,0.4058,0.6026,46,1330.63,0.4981,1
0,0.75,1,1,0,1,0,0,0.0386,0.7763,35,285.0,0.5889,1
3,0.75,1,1,0,1,0,0,0.0783,0.6445,6,10185.19,0.5942,1
0,1.0,1,1,1,1,0,0,0.1801,0.8101,21,2435.99,0.7084,1
3,0.75,1,0,1,1,0,0,0.4902,0.6995,17,332.63,0.4936,1
1,1.0,1,1,1,1,1,3,0.0862,0.6127,20,6304.46,0.6967,1
4,0.5,1,0,1,0,0,0,0.119,0.5905,21,3048.56,0.4396,1
2,0.5,1,0,1,0,0,0,0.368,0.5737,38,299.05,0.4654,1
5,1.0,1,1,1,1,0,0,0.2137,0.6033,11,2198.14,0.9959,1
1,0.75,1,1,0,1,0,0,0.2084,0.5092,10,2094.56,0.5784,1
2,1.0,1,1,1,1,0,0,0.0772,0.513,11,652.72,0.8598,1
1,0.0,0,0,0,0,1,2,0.341,0.5375,25,2008.8,0.1,0
1,0.5,0,1,1,0,1,1,0.4591,0.7122,29,1263.44,0.3542,1
2,0.75,1,1,1,0,0,0,0.3643,0.6892,14,4313.23,0.6759,1
3,1.0,1,1,1,1,0,0,0.2108,0.8307,7,119.27,0.9142,1
5,0.75,0,1,1,1,0,0,0.2363,0.8231,42,493.65,0.5109,1
2,1.0,1,1,1,1,1,2,0.1107,0.698,17,8881.43,0.9514,1
1,0.75,1,1,1,0,0,0,0.3092,0.7161,9,2087.94,0.7009,1
1,0.75,1,1,0,1,2,0,0.3174,0.8431,7,778.32,0.4963,1
2,0.75,1,0,1,1,1,0,0.2781,0.4412,37,5616.46,0.5114,1
0,0.25,0,1,0,0,1,0,0.1363,0.7852,34,6777.28,0.1668,0
0,1.0,1,1,1,1,1,2,0.1702,0.7662,19,930.41,0.7672,1
1,0.5,1,1,0,0,0,0,0.1266,0.8716,11,4476.28,0.4141,0
0,0.25,1,0,0,0,1,1,0.2334,0.6453,48,3442.03,0.2091,0
0,0.75,1,1,0,1,0,0,0.1642,0.858,2,4883.5,0.5578,0
0,1.0,1,1,1,1,0,0,0.1385,0.5544,19,5527.41,0.9691,1
0,0.75,1,1,1,0,1,2,0.7604,0.9246,49,3885.48,0.5842,1
0,0.5,1,0,0,1,0,0,0.186,0.7875,11,11049.78,0.333,0
5,0.75,1,1,1,0,0,0,0.2587,0.8592,23,7088.68,0.5663,1
1,0.75,1,1,0,1,1,2,0.4346,0.5106,15,1010.1,0.6269,0
1,1.0,1,1,1,1,1,2,0.1655,0.7959,9,8669.3,0.7929,1
2,0.5,0,0,1,1,0,0,0.1923,0.8741,18,1659.8,0.3729,1
0,1.0,1,1,1,1,0,0,0.6509,0.5954,40,4638.12,0.696,1
4,0.75,1,1,1,0,1,0,0.2318,0.7779,13,6693.8,0.7025,1
2,0.25,1,0,0,0,1,1,0.1506,0.6663,13,2106.75,0.2497,1
0,0.75,1,0,1,1,1,3,0.5211,0.6574,21,285.09,0.574,0
1,0.75,1,1,1,0,0,0,0.319,0.6932,3,10561.44,0.5877,1
3,0.75,1,0,1,1,1,2,0.2628,0.5096,46,363.34,0.6497,1
4,0.5,1,0,1,0,1,2,0.0186,0.7343,33,1597.58,0.4507,1
1,0.5,1,1,0,0,1,3,0.1643,0.525,17,3276.07,0.3936,0
2,0.75,1,1,1,0,0,0,0.1153,0.803,33,537.63,0.725,1
0,0.5,0,0,1,1,1,2,0.5045,0.815,17,6475.02,0.423,0
5,0.5,1,1,0,0,0,0,0.1828,0.7045,39,896.01,0.4038,1
0,0.5,1,0,0,1,1,0,0.2395,0.8271,30,15041.36,0.4382,0
4,0.25,1,0,0,0,1,2,0.2488,0.9376,41,8787.39,0.2459,0
2,0.5,1,0,1,0,0,0,0.3484,0.6965,19,3347.11,0.464,1
2,1.0,1,1,1,1,1,0,0.3135,0.6456,35,3875.94,0.664,1
1,0.5,1,0,0,1,0,0,0.3515,0.5816,41,2769.54,0.3832,0
0,0.5,1,0,0,1,0,0,0.4407,0.7294,9,1836.38,0.4073,0
0,1.0,1,1,1,1,1,1,0.0231,0.4843,2,1616.95,0.7601,1
0,0.75,1,1,1,0,0,0,0.1389,0.7191,20,7878.52,0.6713,1
0,0.0,0,0,0,0,0,0,0.3505,0.6037,35,3108.2,0.1,0
2,0.5,0,1,0,1,0,0,0.047,0.5371,9,6166.43,0.453,0
1,0.5,1,0,1,0,0,0,0.4269,0.5266,6,2625.92,0.4981,1
0,0.5,0,1,0,1,0,0,0.3483,0.5475,21,1383.66,0.3727,0
5,0.75,1,1,0,1,0,0,0.043,0.4614,22,436.86,0.7172,1
4,0.75,1,1,1,0,0,0,0.138,0.8361,11,1468.9,0.6887,1
4,1.0,1,1,1,1,0,0,0.1495,0.3799,38,7524.35,0.7768,1
5,0.5,1,1,0,0,0,0,0.2451,0.4491,12,4456.31,0.4535,1
0,0.25,1,0,0,0,0,0,0.1694,0.8332,39,5493.45,0.1716,0
1,0.5,1,1,0,0,1,2,0.0963,0.497,12,5296.52,0.4631,0
2,0.25,0,0,0,1,0,0,0.4838,0.8717,32,547.31,0.2091,1
2,0.75,1,1,1,0,0,0,0.1306,0.3803,30,705.49,0.5642,1
0,1.0,1,1,1,1,0,0,0.1994,0.8784,47,1435.64,0.8795,1
3,1.0,1,1,1,1,2,3,0.2911,0.6318,27,1353.51,0.8746,1
0,1.0,1,1,1,1,0,0,0.1392,0.8271,18,339.28,0.7233,1
0,1.0,1,1,1,1,0,0,0.2872,0.5382,20,683.14,0.6606,1
1,0.5,0,1,0,1,0,0,0.1477,0.4974,31,6888.4,0.4009,1
2,0.5,1,0,1,0,1,2,0.5503,0.7258,25,3212.45,0.4247,0
2,1.0,1,1,1,1,0,0,0.1171,0.8189,12,1566.43,0.9568,1
0,1.0,1,1,1,1,0,0,0.1358,0.5066,28,2716.45,0.9749,1
3,0.5,0,1,0,1,1,0,0.3639,0.3826,6,1160.09,0.4175,0
0,1.0,1,1,1,1,1,1,0.4376,0.6403,46,3168.42,0.9138,1
0,0.75,1,0,1,1,0,0,0.2054,0.502,25,371.47,0.6028,1
4,1.0,1,1,1,1,1,1,0.581,0.766,5,8253.07,0.9111,1
5,0.75,1,1,0,1,0,0,0.3229,0.7579,31,1062.59,0.5413,1
3,0.5,0,0,1,1,0,0,0.0813,0.4474,35,6083.86,0.3899,1
3,1.0,1,1,1,1,0,0,0.1211,0.8751,22,3875.82,0.872,1
2,0.75,1,1,1,0,0,0,0.6117,0.7704,10,2690.89,0.4923,1
2,1.0,1,1,1,1,1,1,0.1144,0.7385,20,9397.25,0.9029,1
0,0.5,1,1,0,0,1,1,0.4175,0.7108,18,696.98,0.4712,0
1,0.25,0,0,0,1,0,0,0.4288,0.7311,33,544.54,0.1974,1
1,0.75,1,1,0,1,0,0,0.0659,0.8505,48,1459.41,0.6051,1
0,1.0,1,1,1,1,2,2,0.3611,0.8941,46,6306.41,0.9479,1
2,0.5,1,1,0,0,0,0,0.2269,0.7593,49,225.43,0.4607,1
1,1.0,1,1,1,1,0,0,0.2294,0.7671,43,1057.79,0.7509,1
0,0.75,1,0,1,1,0,0,0.2803,0.768,34,2035.04,0.5725,1
0,0.25,1,0,0,0,1,1,0.5215,0.497,48,4468.24,0.2219,0
2,1.0,1,1,1,1,0,0,0.2511,0.7726,30,1344.93,0.8471,0
0,1.0,1,1,1,1,0,0,0.0749,0.7469,45,2180.44,0.7068,1
3,1.0,1,1,1,1,0,0,0.1189,0.7194,28,1537.64,0.7585,1
1,0.5,1,0,1,0,0,0,0.5534,0.8503,5,438.02,0.4825,1
1,1.0,1,1,1,1,1,3,0.4361,0.4793,35,4796.98,0.8909,1
2,0.5,0,1,0,1,2,2,0.0371,0.832,30,2265.6,0.4975,0
3,0.75,1,1,1,0,0,0,0.0837,0.4946,31,5959.14,0.6888,1
0,0.25,1,0,0,0,0,0,0.5411,0.7615,39,4252.53,0.2449,0
2,1.0,1,1,1,1,1,2,0.0494,0.4084,19,308.44,0.7257,1
2,0.75,1,1,0,1,0,0,0.0705,0.7691,21,2526.55,0.69,1
0,1.0,1,1,1,1,0,0,0.1915,0.9632,2,16531.16,0.6571,1
3,0.75,1,1,1,0,0,0,0.0977,0.5988,7,1387.94,0.6636,1
2,0.75,1,1,1,0,0,0,0.1637,0.771,44,2477.07,0.6107,1
2,0.5,1,1,0,0,0,0,0.2892,0.7476,18,3794.76,0.3857,1
3,0.75,1,1,1,0,1,2,0.4609,0.6907,30,890.93,0.7139,0
3,0.75,1,0,1,1,0,0,0.1401,0.4671,31,4343.28,0.7117,1
2,1.0,1,1,1,1,0,0,0.5912,0.7206,14,3873.54,0.6578,1
3,0.5,1,0,0,1,1,2,0.4322,0.6352,38,1744.79,0.4317,1
2,0.75,1,1,1,0,1,2,0.0799,0.7955,30,1271.41,0.5841,1
2,1.0,1,1,1,1,0,0,0.4518,0.8245,2,8901.01,0.7955,1
2,0.5,1,1,0,0,0,0,0.0906,0.8091,31,575.46,0.4706,1
2,0.75,1,1,1,0,0,0,0.0462,0.9011,9,2079.91,0.5688,1
0,0.75,1,0,1,1,1,0,0.0821,0.6173,27,5198.26,0.7351,1
4,0.75,0,1,1,1,0,0,0.1503,0.8769,26,661.15,0.5347,1
3,0.75,1,1,0,1,0,0,0.0181,0.7062,47,9556.94,0.6615,1
0,0.5,1,0,1,0,1,0,0.0801,0.7594,45,2714.78,0.4426,1
3,1.0,1,1,1,1,1,1,0.0241,0.851,39,2559.89,0.7383,1
0,0.5,0,0,1,1,0,0,0.6002,0.6354,42,2032.45,0.3818,1
0,1.0,1,1,1,1,1,2,0.1467,0.6932,30,7172.79,0.9422,1
2,0.75,1,1,1,0,0,0,0.2765,0.796,33,10477.63,0.6875,1
0,0.5,0,0,1,1,0,0,0.119,0.8871,4,1773.51,0.3826,1
3,0.75,1,1,0,1,0,0,0.1912,0.6457,10,2836.11,0.6277,1
3,0.75,1,0,1,1,0,0,0.0441,0.4653,6,1426.34,0.5037,1
1,0.25,0,0,1,0,0,0,0.0933,0.7158,7,1706.12,0.1808,1
0,0.25,1,0,0,0,0,0,0.2312,0.7502,16,200.6,0.205,0
0,0.5,1,1,0,0,0,0,0.0396,0.3166,43,5495.17,0.34,0
2,0.75,1,1,1,0,0,0,0.1084,0.8353,49,12296.0,0.7089,1
5,1.0,1,1,1,1,0,0,0.2147,0.3001,38,5236.67,0.9013,1
2,0.25,1,0,0,0,2,3,0.048,0.705,40,2655.87,0.2451,0
0,0.5,1,0,1,0,0,0,0.4356,0.7937,13,6250.96,0.4464,1
2,0.25,0,1,0,0,1,2,0.1615,0.6254,23,6928.77,0.2448,0
1,0.75,1,1,1,0,0,0,0.2914,0.7901,29,2852.43,0.6331,1
2,0.75,1,1,1,0,1,3,0.1574,0.7653,49,9784.93,0.6451,1
0,0.75,1,0,1,1,0,0,0.232,0.6917,14,207.22,0.744,1
2,0.75,1,1,0,1,1,0,0.1132,0.7582,3,135.52,0.6561,1
1,0.75,1,1,1,0,0,0,0.0711,0.7591,12,397.39,0.4956,1
5,0.25,0,1,0,0,0,0,0.0555,0.875,4,308.6,0.2258,1
0,0.75,1,1,1,0,0,0,0.2754,0.7673,30,2034.48,0.7252,1
2,0.5,1,0,1,0,1,0,0.1571,0.7798,11,9965.72,0.4642,1
4,1.0,1,1,1,1,0,0,0.1134,0.4207,29,4036.16,0.8543,1
0,0.75,1,1,0,1,1,2,0.036,0.7941,48,3870.21,0.6637,1
4,1.0,1,1,1,1,0,0,0.1662,0.601,9,1800.82,0.9966,1
2,1.0,1,1,1,1,0,0,0.1505,0.616,29,2770.74,0.6817,1
0,0.5,1,1,0,0,0,0,0.2528,0.4961,25,1369.3,0.4418,0
0,1.0,1,1,1,1,0,0,0.2523,0.6307,43,2653.16,0.7492,0
2,0.75,1,0,1,1,2,3,0.3961,0.6682,5,4905.59,0.6555,0
0,1.0,1,1,1,1,0,0,0.0233,0.5336,26,2963.05,0.8627,1
2,0.75,1,1,1,0,0,0,0.2336,0.8205,19,1999.74,0.5278,1
0,1.0,1,1,1,1,0,0,0.1393,0.6846,27,6623.4,0.7224,1
2,0.75,1,1,0,1,0,0,0.1318,0.7073,19,1286.13,0.6507,1
0,0.75,1,0,1,1,1,0,0.1054,0.7275,11,2398.77,0.5212,1
3,0.75,1,1,1,0,0,0,0.0461,0.7155,44,13482.0,0.5571,1
5,0.75,1,1,0,1,0,0,0.0911,0.7247,20,12073.65,0.7068,1
5,0.75,1,0,1,1,0,0,0.183,0.6891,29,122.07,0.5734,1
2,0.75,0,1,1,1,0,0,0.2759,0.7134,48,2759.25,0.6156,1
0,0.75,1,0,1,1,0,0,0.2894,0.6077,9,1538.0,0.7345,1
2,0.75,1,1,0,1,0,0,0.0607,0.542,4,1304.75,0.5471,1
0,0.5,1,1,0,0,0,0,0.1798,0.624,36,3274.38,0.3932,0
0,1.0,1,1,1,1,0,0,0.2187,0.8274,7,2168.99,0.8623,1
0,0.75,1,1,0,1,0,0,0.1795,0.7172,29,4719.7,0.6858,0
1,1.0,1,1,1,1,0,0,0.0134,0.3369,16,196.28,0.9656,1
2,0.5,1,1,0,0,1,3,0.1983,0.7152,2,9255.31,0.4852,0
2,0.75,1,1,0,1,0,0,0.1296,0.5472,20,3034.36,0.6914,1
1,1.0,1,1,1,1,0,0,0.137,0.6684,15,4132.78,0.7299,1
0,1.0,1,1,1,1,1,3,0.3768,0.8473,31,3347.38,0.6587,1
5,0.75,1,0,1,1,0,0,0.3604,0.6831,26,15926.64,0.5882,1
1,1.0,1,1,1,1,0,0,0.1332,0.3526,5,15115.86,0.6995,1
1,0.5,1,0,0,1,0,0,0.1579,0.8128,41,3394.66,0.4493,1
0,0.5,1,1,0,0,0,0,0.0598,0.8446,15,4131.64,0.4407,1
2,0.75,1,1,1,0,0,0,0.0501,0.6683,44,3473.4,0.499,1
2,0.5,1,1,0,0,1,0,0.3878,0.6172,2,1402.18,0.4714,1
0,0.5,0,1,1,0,0,0,0.4706,0.8123,39,848.84,0.3685,1
0,1.0,1,1,1,1,0,0,0.3138,0.4322,19,1904.05,0.8013,1
2,0.75,0,1,1,1,0,0,0.5696,0.6986,39,4118.3,0.6628,1
2,0.75,1,0,1,1,0,0,0.2092,0.5596,6,301.62,0.6002,1
0,0.5,1,0,1,0,2,0,0.2,0.6172,10,2627.61,0.4022,0
5,0.5,1,0,1,0,0,0,0.2718,0.3531,28,1937.22,0.3365,1
0,0.75,1,1,0,1,0,0,0.2226,0.7921,2,2723.9,0.5929,1
1,0.25,0,0,0,1,0,0,0.1875,0.3928,20,6987.07,0.2294,1
4,0.25,0,1,0,0,0,0,0.1917,0.4863,31,270.73,0.2426,0
1,1.0,1,1,1,1,1,0,0.2127,0.9084,29,5148.16,0.7947,1
2,0.75,1,0,1,1,0,0,0.3095,0.8564,38,3947.7,0.5987,1
1,0.75,1,1,1,0,0,0,0.0713,0.618,10,897.88,0.6719,1
0,0.75,1,1,0,1,0,0,0.3349,0.4733,16,4737.32,0.735,1
5,0.25,0,0,1,0,0,0,0.2941,0.706,24,2500.71,0.1859,1
1,1.0,1,1,1,1,0,0,0.0291,0.7177,49,2395.65,0.8041,1
4,0.75,1,1,0,1,0,0,0.226,0.8246,24,2409.47,0.6964,1
0,0.75,1,1,1,0,0,0,0.3051,0.819,8,10531.85,0.6475,1
0,0.75,1,1,0,1,0,0,0.0981,0.7376,44,10211.27,0.5165,1
0,0.75,0,1,1,1,0,0,0.3039,0.6532,28,8671.01,0.6523,1
2,0.75,1,1,0,1,1,1,0.4073,0.6196,14,7723.31,0.5365,1
1,0.5,1,0,1,0,0,0,0.2194,0.5658,18,234.09,0.4143,1
3,0.75,1,1,1,0,0,0,0.3158,0.6529,14,1891.36,0.6264,1
1,0.75,1,1,1,0,0,0,0.0573,0.8215,38,7984.19,0.7175,1
5,0.75,1,0,1,1,0,0,0.3617,0.7477,34,5024.55,0.6089,1
0,1.0,1,1,1,1,0,0,0.2066,0.763,39,2235.07,0.7478,1
3,0.75,1,1,1,0,0,0,0.4263,0.7808,12,5293.72,0.5481,1
2,1.0,1,1,1,1,0,0,0.3265,0.5986,15,917.0,0.956,1
2,0.75,1,1,0,1,1,0,0.1716,0.8095,2,3305.26,0.5324,1
3,1.0,1,1,1,1,0,0,0.2061,0.3434,30,2764.98,0.7991,1
2,0.75,1,1,0,1,0,0,0.1502,0.5048,0,3082.89,0.5366,1
2,0.75,1,1,0,1,0,0,0.2316,0.4694,34,4577.89,0.6905,1
0,1.0,1,1,1,1,1,1,0.4654,0.5138,15,10571.24,0.816,1
0,1.0,1,1,1,1,0,0,0.1795,0.828,0,1172.89,0.7729,1
4,0.5,1,1,0,0,0,0,0.4542,0.7309,49,5066.6,0.3882,0
2,0.75,1,1,1,0,0,0,0.479,0.5673,13,3726.12,0.7112,1
2,0.75,1,1,1,0,1,0,0.0798,0.8583,6,4257.72,0.6329,1
1,0.75,0,1,1,1,0,0,0.1661,0.8119,22,2060.79,0.6759,1
0,0.5,1,1,0,0,2,0,0.1205,0.6735,34,10224.76,0.482,0
0,0.25,0,0,1,0,0,0,0.3672,0.543,28,2386.43,0.2414,0
2,0.75,1,1,0,1,0,0,0.189,0.7023,21,553.75,0.5737,1
1,0.75,1,1,1,0,0,0,0.2147,0.7237,15,4095.61,0.7375,1
0,0.25,1,0,0,0,1,1,0.3882,0.7227,28,582.87,0.1647,0
1,0.5,1,1,0,0,0,0,0.5501,0.6338,5,1463.61,0.3909,1
0,1.0,1,1,1,1,1,2,0.5551,0.5973,17,1005.72,0.9635,1
2,0.75,1,1,1,0,0,0,0.1562,0.6206,28,2809.75,0.5596,1
0,0.5,1,0,0,1,2,0,0.4819,0.8261,24,1594.33,0.3728,0
2,0.75,1,1,0,1,0,0,0.2914,0.4409,44,709.63,0.5669,1
0,1.0,1,1,1,1,1,2,0.3224,0.7802,1,5575.87,0.8643,1
1,0.25,0,0,0,1,0,0,0.5592,0.5077,43,2312.13,0.2009,1
0,1.0,1,1,1,1,1,3,0.0646,0.8616,31,2220.86,0.9044,1
0,0.25,0,1,0,0,1,2,0.1895,0.4505,35,7711.61,0.2408,0
1,0.25,1,0,0,0,0,0,0.4741,0.8383,31,2808.92,0.2215,1
1,0.75,1,1,1,0,1,1,0.1695,0.4422,40,4431.31,0.5412,0
2,0.75,1,1,1,0,0,0,0.2762,0.5146,19,1491.58,0.7323,1
0,0.5,1,1,0,0,0,0,0.1426,0.7462,36,2983.7,0.3713,1
2,0.25,1,0,0,0,1,2,0.1602,0.4384,41,4636.5,0.1756,0
3,0.5,0,0,1,1,0,0,0.2993,0.4118,37,1330.77,0.3407,1
2,0.75,1,0,1,1,0,0,0.3651,0.7987,32,4182.63,0.6354,1
0,0.5,1,1,0,0,1,1,0.1374,0.7121,4,3043.84,0.3449,0
1,1.0,1,1,1,1,1,1,0.3652,0.7211,5,2093.26,0.6986,1
0,0.5,1,0,1,0,0,0,0.1882,0.7569,21,4468.58,0.3775,1
0,0.25,1,0,0,0,0,0,0.3387,0.5929,20,1433.92,0.1871,0
5,0.75,1,1,0,1,0,0,0.2044,0.6168,18,4487.33,0.6461,1
0,0.75,1,1,1,0,0,0,0.2747,0.8496,42,2903.45,0.7019,1
1,0.75,1,1,1,0,2,3,0.1999,0.9683,14,1086.43,0.6874,1
2,0.75,1,1,1,0,0,0,0.0455,0.5538,33,3962.08,0.5564,1
2,0.75,1,1,0,1,1,1,0.1603,0.4174,46,7662.72,0.5519,1
2,0.5,1,0,0,1,0,0,0.2061,0.7708,6,1398.79,0.494,1
0,0.75,1,1,1,0,0,0,0.1943,0.5878,16,5955.78,0.4897,1
0,0.75,1,1,0,1,0,0,0.633,0.8265,43,1533.84,0.7184,1
1,0.75,0,1,1,1,1,2,0.3568,0.8552,43,6123.66,0.5399,0
0,1.0,1,1,1,1,0,0,0.2859,0.548,4,283.77,0.9815,1
1,0.5,1,0,0,1,0,0,0.2012,0.7389,38,125.35,0.3849,1
0,0.5,1,0,1,0,1,1,0.0328,0.6458,1,520.72,0.4021,1
0,0.75,1,1,1,0,0,0,0.1828,0.8728,26,7348.57,0.6731,1
1,0.5,0,0,1,1,4,0,0.3486,0.3702,44,2770.41,0.4278,1
0,0.5,1,0,0,1,0,0,0.1271,0.7779,23,3255.78,0.3806,1
2,0.5,1,0,0,1,0,0,0.1251,0.8357,40,6562.62,0.4219,1
2,0.75,1,0,1,1,0,0,0.0781,0.5639,46,281.91,0.6793,1
3,0.75,1,1,0,1,2,3,0.0878,0.8388,27,1813.48,0.4986,1
0,0.5,0,0,1,1,0,0,0.7637,0.725,46,3705.95,0.327,1
0,0.75,1,1,0,1,2,2,0.349,0.7125,0,1915.3,0.6077,0
0,0.75,0,1,1,1,1,1,0.2875,0.9308,20,214.3,0.5221,1
2,0.75,1,1,0,1,0,0,0.2793,0.9469,27,3783.83,0.6619,1
2,0.5,1,0,1,0,0,0,0.5554,0.9246,2,1838.09,0.3625,1
0,0.5,1,1,0,0,0,0,0.4295,0.7109,29,167.89,0.4007,0
4,0.75,1,0,1,1,0,0,0.0224,0.9353,0,754.34,0.5394,1
0,0.75,1,1,0,1,0,0,0.0989,0.9107,44,958.78,0.6315,1
1,1.0,1,1,1,1,1,0,0.2975,0.8705,46,2601.13,0.6906,1
2,0.75,1,1,0,1,1,1,0.2507,0.3913,44,821.89,0.4936,1
3,0.75,1,1,1,0,0,0,0.2211,0.7727,17,1669.27,0.5009,1
2,0.75,1,1,1,0,0,0,0.0721,0.6259,48,4961.36,0.738,1
3,0.5,0,1,0,1,0,0,0.1779,0.6934,32,5870.81,0.3499,1
0,0.75,1,1,1,0,0,0,0.3267,0.4664,14,5653.67,0.6735,1
3,0.5,1,1,0,0,0,0,0.1536,0.6445,23,4257.0,0.3369,1
0,0.75,1,1,1,0,0,0,0.0598,0.6707,35,2831.67,0.5159,1
4,0.75,1,1,1,0,0,0,0.3708,0.7639,33,2899.68,0.6211,1
1,0.75,1,1,0,1,1,1,0.0565,0.5883,25,10830.61,0.6095,1
3,0.25,0,1,0,0,0,0,0.369,0.4254,39,7459.31,0.2458,0
1,0.75,1,1,0,1,0,0,0.1765,0.9705,21,3772.22,0.7355,1
2,0.75,1,1,1,0,0,0,0.1836,0.937,15,2312.15,0.6921,1
1,0.5,1,0,0,1,0,0,0.3127,0.5228,39,4670.64,0.4304,1
2,0.5,0,1,1,0,2,0,0.1355,0.7769,41,326.69,0.4046,1
0,0.75,1,0,1,1,0,0,0.4935,0.7912,15,10226.63,0.581,1
0,1.0,1,1,1,1,0,0,0.0874,0.6629,4,2876.0,0.9815,1
0,0.25,1,0,0,0,1,1,0.3402,0.607,5,2545.6,0.2153,0
0,0.5,0,0,1,1,0,0,0.1283,0.6616,41,1302.83,0.4263,1
3,1.0,1,1,1,1,1,1,0.2582,0.6043,23,111.88,0.7312,1
0,0.75,1,1,1,0,2,3,0.2141,0.7383,29,321.2,0.4998,1
5,0.25,1,0,0,0,0,0,0.2988,0.535,36,1168.13,0.2452,0
0,0.75,1,1,0,1,0,0,0.0695,0.7421,31,2829.64,0.5699,1
0,0.5,1,0,0,1,1,0,0.4256,0.8431,18,405.48,0.4025,0
2,0.5,1,0,1,0,1,2,0.3354,0.8616,44,12620.93,0.3451,1
2,0.5,1,1,0,0,0,0,0.2607,0.593,27,1952.42,0.4715,1
1,1.0,1,1,1,1,0,0,0.13,0.4271,46,1430.92,0.6597,1
2,0.5,1,0,0,1,0,0,0.1408,0.5358,7,2706.99,0.4709,0
2,1.0,1,1,1,1,0,0,0.4131,0.6723,42,335.18,0.6991,1
0,0.5,1,0,1,0,1,2,0.0721,0.4659,0,6750.45,0.4801,1
