transaction_amount,customer_avg_amount,amount_deviation_ratio,dispute_amount,customer_dispute_count,merchant_dispute_rate,days_since_payment,dispute_velocity_24h,dispute_velocity_7d,is_duplicate_flag,transaction_hour,transaction_day_of_week,reason_code_encoded,merchant_high_risk_flag,customer_account_age_days,ip_billing_mismatch,is_fraud
387.88,250.3,1.5497,381.33,1,0.0137,55,0,3,0,5,5,0,0,560,0,0
5379.01,8678.92,0.6198,5076.79,0,0.0619,52,1,1,0,22,5,5,0,398,0,0
2263.42,1800.48,1.2571,2198.32,0,0.0466,85,2,3,0,21,6,2,0,564,1,0
2751.05,4761.08,0.5778,2366.88,0,0.0487,36,0,1,0,13,3,1,0,330,0,0
2184.14,2652.14,0.8235,1966.2,0,0.0095,54,1,2,0,8,2,1,0,149,1,0
1942.34,1964.21,0.9889,1742.39,0,0.069,59,0,1,0,17,1,5,1,409,0,0
3020.57,3661.31,0.825,2855.49,0,0.0327,52,0,0,1,7,4,2,0,611,0,0
740.46,831.82,0.8902,668.93,0,0.0028,19,0,1,0,5,2,0,0,579,0,1
852.82,1247.07,0.6839,743.89,1,0.0419,12,1,2,0,14,4,1,0,722,0,0
7076.32,5629.17,1.2571,6647.99,0,0.02,11,1,1,0,13,5,2,1,119,0,1
10373.19,9276.44,1.1182,10084.38,3,0.0293,48,0,0,0,14,2,1,0,434,0,0
1785.56,2949.27,0.6054,1620.07,0,0.0105,79,1,2,0,19,5,0,0,228,0,0
1255.06,2165.03,0.5797,1091.7,0,0.0361,16,0,1,1,5,6,5,0,615,0,0
3764.88,6210.48,0.6062,3311.22,0,0.0022,71,0,0,0,21,6,4,0,240,0,0
1989.21,1963.8,1.0129,1761.69,1,0.007,47,1,4,0,11,5,4,0,232,0,0
240.0,358.2,0.67,214.8,0,0.047,67,0,0,0,9,5,0,0,290,0,0
744.24,794.01,0.9373,704.36,0,0.0401,31,0,0,0,18,0,0,0,154,0,0
4555.39,4995.24,0.9119,4282.71,0,0.0184,76,0,1,0,7,1,1,0,682,0,0
3914.77,2687.69,1.4566,3736.3,1,0.0196,8,0,1,0,4,5,3,0,159,1,0
246.14,302.16,0.8146,222.6,0,0.0514,89,1,1,0,9,4,2,0,625,0,0
1028.48,679.4,1.5138,1001.33,0,0.0154,61,1,2,0,10,3,3,0,563,0,0
1069.67,924.4,1.1572,941.97,0,0.1102,44,0,0,0,19,1,4,0,476,0,0
4050.45,6468.74,0.6262,3727.86,0,0.0406,50,1,2,0,13,4,2,0,548,0,0
219.68,151.56,1.4495,213.12,0,0.0383,35,0,0,0,13,0,0,0,13,0,0
534.78,267.19,2.0015,469.01,0,0.0004,76,1,1,0,1,5,0,0,507,0,0
5781.56,2871.18,2.0137,5009.6,1,0.0183,61,1,1,0,16,4,1,0,218,0,0
838.37,1439.56,0.5824,823.74,2,0.0189,85,0,0,1,14,4,0,0,720,0,0
3851.95,4274.47,0.9012,3472.3,0,0.0013,55,1,3,0,22,4,0,0,222,0,0
1102.17,1072.61,1.0276,1049.91,0,0.0412,66,0,0,0,2,1,2,0,288,0,0
516.59,793.08,0.6514,441.07,3,0.0096,14,0,1,0,2,5,0,0,524,0,1
1125.17,1766.69,0.6369,1072.86,1,0.0192,4,0,0,0,2,4,2,1,487,0,0
4633.83,4008.58,1.156,4158.47,0,0.0138,17,0,0,0,2,3,3,0,699,0,0
6925.43,9495.22,0.7294,5944.52,0,0.0569,69,0,2,0,17,5,0,0,681,0,0
6356.38,9404.72,0.6759,5984.35,0,0.0574,24,0,0,0,5,2,0,0,324,0,0
1921.5,2529.68,0.7596,1702.68,0,0.0392,49,0,0,0,13,3,0,0,618,0,0
4010.07,2455.1,1.6334,3641.23,0,0.0107,55,0,0,0,2,0,0,0,176,0,0
952.88,1549.61,0.6149,821.47,0,0.0087,71,0,0,0,0,6,2,0,41,0,1
1364.27,1575.37,0.866,1189.75,0,0.0193,23,0,0,0,9,1,2,0,325,0,0
8083.1,6429.79,1.2571,7231.92,1,0.0265,81,0,1,0,12,2,2,0,267,0,0
195.81,194.89,1.0047,169.07,0,0.0173,12,1,2,0,8,1,1,0,393,0,0
462.85,209.49,2.2094,456.66,2,0.0102,11,0,0,1,21,1,1,0,113,0,0
965.68,559.14,1.7271,821.7,0,0.0535,75,0,0,0,21,4,2,0,284,0,1
244.12,359.29,0.6795,225.22,0,0.061,29,0,0,0,1,3,0,0,203,0,0
850.71,340.3,2.4999,738.83,0,0.0187,62,0,0,0,9,2,0,0,144,0,0
3211.69,3157.71,1.0171,2878.16,0,0.022,53,1,3,0,11,4,4,0,243,0,0
2065.15,2336.75,0.8838,2042.25,1,0.0572,48,0,0,0,18,2,0,0,35,0,0
7961.52,3793.57,2.0987,6960.39,2,0.017,86,0,0,0,2,5,3,0,53,1,0
6102.44,10754.39,0.5674,6071.16,0,0.054,66,0,0,0,18,5,0,0,503,0,0
1613.95,1156.52,1.3955,1421.68,1,0.051,48,0,0,0,0,3,0,0,356,0,0
1201.14,992.0,1.2108,1154.58,0,0.0074,59,0,0,0,14,4,1,0,150,0,0
1821.39,1503.59,1.2114,1697.54,0,0.011,71,1,1,0,22,2,4,0,437,0,0
3273.11,2365.09,1.3839,3216.39,0,0.017,57,0,0,0,12,6,3,0,450,0,0
1242.22,499.45,2.4872,1159.11,1,0.0278,76,0,1,0,6,5,0,1,525,0,1
3574.97,5080.33,0.7037,3325.38,0,0.0317,3,0,1,1,1,4,4,0,267,0,0
1993.23,3495.3,0.5703,1752.68,0,0.0215,81,0,1,0,21,1,1,0,609,0,0
2960.74,2114.0,1.4005,2590.45,0,0.0284,32,1,1,0,19,5,0,0,86,1,1
2155.24,2862.73,0.7529,2128.24,0,0.0446,8,0,0,0,10,0,0,1,309,0,1
1370.8,1972.11,0.6951,1232.59,1,0.0779,87,0,0,0,22,2,1,0,265,1,0
10528.44,16717.01,0.6298,9536.79,0,0.0696,30,0,0,0,15,6,1,0,492,0,0
5197.89,5154.65,1.0084,5010.63,0,0.0581,15,0,0,0,13,5,0,1,583,0,0
678.34,559.02,1.2134,611.06,0,0.017,74,1,2,1,22,3,4,0,17,0,1
7249.77,6201.55,1.169,7197.64,0,0.0116,55,0,0,0,14,2,2,0,189,1,0
2489.12,3478.97,0.7155,2391.27,0,0.0631,38,0,0,0,19,0,3,0,522,1,0
8023.39,12384.03,0.6479,7538.89,1,0.0142,15,0,0,0,18,2,2,0,166,0,0
5780.5,3781.95,1.5284,5677.23,0,0.0312,30,0,2,0,6,2,2,0,551,0,0
2088.15,1919.67,1.0878,1790.47,0,0.0136,46,0,0,0,8,5,1,0,345,1,1
229.54,381.66,0.6014,203.96,1,0.0237,64,0,1,0,3,2,2,0,219,0,0
1245.15,1904.3,0.6539,1145.23,0,0.0104,26,0,2,0,5,3,5,1,94,0,0
2880.31,5123.5,0.5622,2546.33,1,0.0212,78,0,0,0,22,0,2,0,158,0,1
3662.94,5333.05,0.6868,3522.23,0,0.0227,67,0,3,0,9,5,0,0,34,0,0
1193.89,1134.76,1.0521,1179.42,0,0.0235,36,0,3,1,2,0,0,0,416,0,0
675.26,828.47,0.8151,616.89,0,0.0232,78,0,1,0,20,3,5,0,506,0,0
6454.85,8555.39,0.7545,5817.88,0,0.0409,31,0,0,0,0,2,0,0,490,0,0
14712.18,7500.83,1.9614,14627.33,0,0.0196,78,0,0,0,5,2,3,0,524,0,0
2760.63,3208.67,0.8604,2530.75,0,0.04,40,1,4,0,4,5,1,1,233,0,0
809.24,1127.31,0.7179,747.22,0,0.0542,74,0,0,0,22,0,1,0,599,0,0
1262.57,800.78,1.5767,1139.78,0,0.0316,73,0,0,0,14,2,2,1,605,0,0
214.97,320.93,0.6698,212.05,2,0.028,46,0,1,0,10,6,0,1,107,1,1
8749.11,10650.13,0.8215,8183.42,0,0.0134,42,0,1,0,19,1,1,1,193,0,1
588.48,1019.9,0.577,567.49,0,0.0312,18,0,1,0,12,2,0,0,468,0,0
3157.34,1450.45,2.1768,3068.21,0,0.0612,36,0,2,0,5,6,2,0,522,0,1
1270.98,980.51,1.2962,1145.51,0,0.0067,76,0,0,0,4,2,0,0,637,0,0
2977.42,3698.48,0.805,2724.5,1,0.0089,50,0,0,0,1,4,0,0,279,0,0
3838.61,3129.17,1.2267,3751.36,0,0.0348,61,0,1,0,16,0,3,0,128,0,0
6346.54,8886.39,0.7142,5740.37,0,0.0165,40,0,1,0,23,0,1,1,341,0,1
959.21,1402.95,0.6837,929.56,0,0.041,3,0,1,0,11,6,0,0,697,0,0
188.7,102.56,1.8399,187.03,0,0.0029,82,0,1,1,11,1,2,0,59,0,0
665.23,744.66,0.8933,627.63,0,0.0406,7,1,1,0,21,1,1,0,182,0,0
8209.7,9132.85,0.8989,7891.53,0,0.0051,31,0,0,0,13,1,1,0,586,0,0
7397.1,6783.09,1.0905,7180.84,1,0.0645,65,1,3,0,6,0,4,0,514,0,0
3334.46,5688.9,0.5861,3256.95,2,0.0146,64,0,0,0,21,4,2,0,243,0,0
3361.54,5238.99,0.6416,3056.51,1,0.0259,77,1,2,0,13,4,0,0,228,0,0
3978.07,5474.19,0.7267,3411.95,1,0.0077,3,0,3,0,6,3,2,0,560,0,1
824.88,1154.88,0.7143,750.87,0,0.0013,35,1,1,0,8,0,0,0,518,0,0
8753.73,9159.93,0.9557,8325.35,0,0.0114,15,0,1,0,13,3,0,0,555,0,0
2049.13,3461.78,0.5919,1880.18,0,0.0204,21,0,0,0,20,2,4,0,145,0,0
1840.89,2526.5,0.7286,1771.57,1,0.0035,62,0,1,0,16,1,1,0,127,0,0
2711.01,3851.19,0.7039,2449.53,0,0.1374,83,0,2,0,16,3,4,0,335,0,0
318.37,511.42,0.6225,300.93,0,0.0274,28,0,0,1,20,5,0,0,408,0,0
786.52,616.4,1.276,690.54,1,0.0071,4,1,1,0,12,3,0,0,121,0,0
4838.39,7402.25,0.6536,4656.49,0,0.0445,13,2,4,0,17,0,1,1,701,0,1
452.5,304.68,1.4852,421.66,0,0.0202,79,0,0,0,18,1,1,0,285,0,0
3384.71,2990.32,1.1319,2980.61,1,0.0419,51,0,0,0,16,1,2,0,242,0,0
1135.25,987.5,1.1496,1014.67,0,0.016,48,0,0,0,5,4,2,0,78,0,0
1876.0,3320.4,0.565,1805.26,0,0.0561,39,0,0,0,11,3,2,0,570,0,0
1342.28,2146.51,0.6253,1238.11,1,0.0174,67,0,0,0,5,4,2,1,450,0,1
1688.42,2332.78,0.7238,1489.87,0,0.0352,58,1,1,0,2,3,2,0,470,0,0
4593.47,6512.99,0.7053,4570.92,0,0.0193,84,0,0,0,14,0,4,0,181,0,0
1384.0,1642.67,0.8425,1324.86,2,0.0762,2,0,2,0,2,0,1,0,582,1,0
3074.75,5306.79,0.5794,3054.98,0,0.0252,25,1,2,0,22,2,3,0,265,0,1
2412.26,2640.85,0.9134,2204.96,0,0.0486,11,0,0,0,14,3,1,0,716,0,0
3963.83,3697.16,1.0721,3651.74,0,0.0354,1,0,1,0,0,3,2,0,682,0,0
9816.73,6167.36,1.5917,9666.47,0,0.0126,48,1,1,0,20,1,3,0,295,0,0
4766.17,7152.53,0.6664,4426.62,0,0.0265,48,0,0,0,2,6,0,0,247,0,0
996.98,1423.91,0.7002,953.2,0,0.041,10,0,0,0,4,1,1,0,424,0,0
260.88,244.73,1.066,231.62,1,0.0391,81,0,1,0,13,6,5,0,59,0,0
1214.59,528.68,2.2974,1113.79,1,0.0165,30,0,0,0,3,4,1,1,458,0,0
3314.21,5218.54,0.6351,2878.45,0,0.0544,35,0,1,0,21,2,3,0,11,0,0
334.78,139.26,2.404,294.91,0,0.0238,19,0,0,0,8,0,0,0,347,0,0
2550.67,3533.14,0.7219,2168.43,0,0.0132,53,0,1,0,17,3,2,0,5,0,0
3329.5,5854.46,0.5687,2849.68,0,0.0132,34,0,2,0,9,4,3,0,717,1,0
1573.91,1593.94,0.9874,1568.55,1,0.0318,32,0,0,1,7,2,1,0,370,0,0
5307.77,3869.17,1.3718,4704.56,0,0.0181,76,1,1,0,12,1,1,0,458,0,0
544.52,755.15,0.7211,517.02,0,0.0673,81,0,1,0,1,2,0,1,245,0,0
423.39,653.71,0.6477,413.17,0,0.159,6,1,5,0,19,4,0,0,249,0,0
4709.27,5486.31,0.8584,4391.86,0,0.009,13,0,1,0,19,0,1,0,435,0,0
2544.6,4462.85,0.5702,2221.36,0,0.0139,86,0,1,0,6,1,3,0,420,0,0
4231.15,1998.53,2.1171,4058.59,3,0.057,75,0,0,0,10,5,4,1,105,0,0
2147.18,2376.31,0.9036,2018.43,1,0.0297,64,0,0,1,4,1,2,0,242,0,0
1140.14,1602.85,0.7113,1094.18,0,0.0106,7,0,1,0,17,0,3,0,272,0,0
6134.38,9862.22,0.622,5922.51,0,0.0525,45,0,0,0,7,6,2,0,519,0,0
5772.83,3757.87,1.5362,5751.54,1,0.0247,45,0,0,0,9,1,2,0,729,0,0
4302.57,6539.93,0.6579,4027.35,0,0.0435,85,0,1,0,1,4,2,0,44,0,0
1261.79,1481.08,0.8519,1137.18,0,0.0624,65,1,2,0,2,6,1,0,26,0,0
3272.56,3125.87,1.0469,3100.0,0,0.0323,19,1,1,0,22,1,1,1,181,0,0
1717.33,1003.61,1.7112,1477.36,0,0.0141,47,0,0,0,4,3,0,0,604,0,0
486.18,783.44,0.6206,478.7,1,0.0167,46,0,1,0,15,2,3,0,428,0,0
8874.45,5503.78,1.6124,7702.2,0,0.0257,29,0,2,0,9,6,0,0,268,0,0
664.96,554.38,1.1995,597.92,0,0.0288,84,0,1,0,10,4,0,0,580,0,1
10651.72,8585.97,1.2406,10357.33,0,0.0022,61,1,1,0,18,0,1,1,151,0,0
2217.1,3591.66,0.6173,2083.18,0,0.0249,65,0,2,0,15,4,5,0,616,0,1
866.56,1162.74,0.7453,787.74,0,0.0679,23,0,2,0,11,3,2,0,600,0,1
2882.34,4367.77,0.6599,2654.68,0,0.1371,51,0,0,0,1,6,1,0,95,0,0
7371.0,5533.08,1.3322,7210.18,0,0.0261,63,0,2,0,10,1,2,0,382,1,1
4761.63,6070.24,0.7844,4290.23,0,0.0074,22,1,2,0,21,1,4,0,515,0,0
5899.78,7082.36,0.833,5784.42,0,0.0194,71,0,0,0,0,5,1,0,720,0,0
3913.33,6128.13,0.6386,3378.07,0,0.0054,33,0,1,0,23,4,1,0,614,0,0
4274.94,7132.83,0.5993,4131.81,0,0.0084,44,0,3,0,4,1,2,0,689,0,0
6771.2,2823.72,2.398,6616.36,1,0.0311,7,1,3,0,20,1,0,1,428,0,0
1155.34,1552.35,0.7443,1013.55,1,0.0393,2,0,1,0,13,3,4,0,425,0,0
2502.76,1182.73,2.1161,2288.9,0,0.0548,17,0,0,0,17,0,2,0,199,0,0
1025.05,1197.67,0.8559,896.74,1,0.0041,65,0,1,0,6,5,2,0,8,1,1
15534.45,12469.28,1.2458,14850.79,0,0.0211,58,0,0,0,4,5,2,0,327,1,0
10242.12,8495.71,1.2056,9528.27,0,0.0307,30,0,1,0,7,5,5,0,690,0,0
290.79,260.01,1.1184,274.88,0,0.0608,86,0,1,0,20,6,0,0,594,0,1
4429.56,5624.7,0.7875,3895.68,1,0.0126,26,0,1,0,14,2,0,0,624,0,0
9227.54,8006.46,1.1525,8136.49,0,0.006,35,0,1,1,4,4,0,0,21,0,0
847.03,1207.68,0.7014,725.25,0,0.023,63,0,1,0,12,0,2,0,546,0,0
3087.21,2983.29,1.0348,2773.27,0,0.0051,75,0,0,0,18,2,2,0,255,0,0
8798.03,4361.13,2.0174,8217.02,1,0.0223,71,0,0,0,1,0,2,0,433,1,0
270.87,405.56,0.6679,265.1,0,0.0469,28,1,3,0,4,4,2,0,505,0,0
4333.94,3467.42,1.2499,4117.41,0,0.0206,25,0,1,0,4,5,0,0,27,0,0
1385.13,1393.27,0.9942,1267.82,1,0.021,61,1,1,0,5,3,0,0,520,0,1
9187.87,12492.03,0.7355,9123.26,0,0.0316,31,0,0,0,15,3,0,0,530,0,1
12548.64,10860.08,1.1555,12020.18,0,0.0341,54,0,0,0,1,3,2,0,500,0,1
10255.11,4914.45,2.0867,10147.69,0,0.0687,67,0,0,0,4,0,3,0,233,0,1
2400.01,2216.38,1.0829,2229.94,0,0.0396,51,0,0,0,14,4,2,0,396,0,0
7082.84,12198.27,0.5806,6295.48,1,0.0665,58,1,1,0,0,1,0,0,307,0,0
6665.0,8654.02,0.7702,5718.06,0,0.0776,34,1,1,0,18,1,0,0,510,0,1
1495.19,2003.66,0.7462,1433.76,0,0.0363,59,0,2,0,2,3,3,0,703,0,0
6329.59,8134.76,0.7781,5495.32,0,0.0158,21,1,2,0,18,6,0,1,424,0,0
281.98,191.35,1.4736,252.49,0,0.0655,56,0,0,0,14,0,1,0,150,0,1
3324.53,3276.88,1.0145,3091.38,1,0.0742,37,0,0,0,2,1,0,0,392,0,0
1064.82,1545.39,0.689,995.25,0,0.0626,64,1,2,0,7,0,2,1,490,0,0
599.67,324.97,1.8453,563.74,0,0.0392,19,0,0,0,14,4,1,0,668,0,0
430.26,339.47,1.2674,376.45,0,0.0163,85,0,0,0,0,6,0,0,47,0,0
4320.87,3399.86,1.2709,3918.86,0,0.0596,78,0,2,0,5,6,2,1,312,0,0
1603.64,1611.38,0.9952,1511.56,1,0.0108,74,1,1,0,21,3,1,1,139,0,0
4665.48,8269.64,0.5642,4644.36,1,0.0933,53,0,1,0,16,2,0,0,405,0,0
386.56,191.16,2.0222,370.77,0,0.02,71,0,1,0,15,3,2,0,654,0,0
1475.66,1661.86,0.888,1458.53,0,0.0084,63,0,1,0,12,2,3,1,14,0,0
2863.98,1864.77,1.5358,2761.83,0,0.0824,62,0,0,0,0,6,0,0,519,0,0
5624.34,9892.92,0.5685,5279.89,0,0.069,72,0,0,0,2,1,0,0,551,0,0
1493.4,834.25,1.7901,1312.41,0,0.0442,77,1,2,1,23,6,0,0,185,0,0
3591.23,3465.69,1.0362,3411.68,0,0.0295,19,0,1,0,5,5,1,0,115,0,0
7749.77,11105.72,0.6978,7311.96,0,0.0116,75,0,1,0,19,2,3,0,110,0,1
3498.65,4850.45,0.7213,3290.03,0,0.0577,2,0,0,1,20,5,0,0,577,1,1
1078.25,1069.43,1.0082,995.73,0,0.0105,6,0,0,0,2,0,1,0,281,0,0
236.46,209.3,1.1298,219.74,0,0.004,29,0,0,0,14,6,0,1,543,0,0
7293.44,6977.32,1.0453,6565.31,0,0.0681,41,1,2,0,14,5,1,0,86,1,1
225.25,173.44,1.2987,209.01,0,0.0586,51,0,0,0,10,2,0,0,138,0,0
7419.7,5100.79,1.4546,6526.62,1,0.0519,5,0,0,0,21,1,4,0,466,0,0
2784.67,2997.02,0.9291,2703.29,0,0.0537,41,0,0,0,5,1,2,0,77,0,0
9942.97,7715.22,1.2887,8728.6,0,0.0141,62,0,0,0,5,6,0,0,137,0,1
5761.8,4623.54,1.2462,4970.96,0,0.0299,30,0,2,0,8,3,4,0,634,0,0
21787.68,28747.94,0.7579,19945.25,0,0.0466,62,0,1,0,13,1,0,1,97,0,0
1661.58,2917.66,0.5695,1576.42,0,0.0255,27,0,0,1,10,0,0,1,531,0,0
5251.34,6538.4,0.8032,4808.43,0,0.0238,50,0,1,1,23,2,4,0,9,0,1
1949.17,989.73,1.9694,1737.71,0,0.0288,82,0,0,0,5,4,0,0,83,0,0
2437.91,1233.14,1.977,2276.34,0,0.0476,52,0,0,0,17,1,4,0,47,0,0
3606.37,6246.21,0.5774,3253.13,1,0.0209,49,1,1,0,19,5,2,0,512,1,0
7391.2,6032.75,1.2252,7316.77,0,0.0008,62,0,0,0,14,2,5,1,430,0,0
14641.39,7743.74,1.8907,14471.5,0,0.0165,60,0,0,0,21,3,2,0,90,0,0
5267.69,6524.89,0.8073,4874.49,0,0.0875,80,0,0,0,8,4,0,0,513,0,0
2043.09,2601.07,0.7855,1837.11,0,0.0532,54,0,1,0,10,3,3,0,674,0,0
2064.74,2700.49,0.7646,1983.33,0,0.0845,5,0,0,0,1,0,0,0,665,0,0
4832.36,3742.0,1.2914,4134.12,0,0.0311,9,0,0,0,5,3,2,0,414,0,0
1104.9,465.33,2.3744,1017.85,0,0.0074,34,0,1,0,22,2,1,1,513,0,0
559.73,980.1,0.5711,504.01,2,0.0199,36,0,1,0,13,4,2,0,658,1,1
1682.72,1264.14,1.3311,1662.66,0,0.0295,20,0,1,0,13,6,2,0,673,0,1
1335.13,1797.67,0.7427,1137.26,0,0.0473,81,2,2,0,23,3,3,0,647,0,0
1379.95,1917.14,0.7198,1287.39,0,0.0888,84,0,1,0,12,3,3,0,77,0,0
1081.21,1355.85,0.7974,1039.15,0,0.0866,85,0,1,0,4,6,3,0,81,0,0
300.52,251.86,1.1932,277.31,0,0.018,83,1,1,1,8,5,1,1,554,0,0
213.12,166.13,1.2829,183.88,1,0.0304,63,0,3,0,10,5,4,0,636,0,0
15549.92,19231.14,0.8086,15485.69,0,0.0418,67,0,0,0,6,0,2,0,202,0,0
2103.77,3392.4,0.6201,1951.67,0,0.0246,30,1,1,0,1,6,3,0,447,0,0
1847.64,3187.97,0.5796,1740.71,1,0.0138,69,0,3,0,23,6,5,0,107,0,0
4134.16,2266.63,1.8239,3660.76,0,0.0194,70,0,2,0,11,2,0,0,292,0,0
1011.79,624.03,1.6214,933.4,0,0.0614,3,0,1,0,4,3,1,0,686,0,1
10632.35,18315.61,0.5805,9721.93,1,0.0288,49,0,2,0,23,2,3,0,312,0,0
5551.87,7945.55,0.6987,4781.46,1,0.028,42,0,1,1,1,1,0,0,599,1,0
477.82,781.8,0.6112,413.76,0,0.0332,24,0,2,0,13,0,1,0,517,1,0
2041.98,1396.07,1.4627,1992.2,0,0.0184,44,1,2,0,6,5,3,0,684,1,0
7545.3,9225.04,0.8179,6684.93,0,0.1061,1,0,0,0,4,6,0,0,633,0,1
10284.47,14208.98,0.7238,9042.56,0,0.0412,54,0,1,0,3,0,4,0,668,0,0
2354.96,3184.27,0.7396,2180.07,1,0.0212,52,0,1,0,9,0,5,0,599,1,0
3476.38,3377.0,1.0294,3355.79,0,0.0152,36,2,3,0,15,2,0,0,426,1,1
789.67,332.89,2.3722,678.56,0,0.0223,79,0,2,0,5,6,2,1,610,0,0
16703.06,20312.53,0.8223,15642.77,0,0.0137,38,0,1,0,20,5,0,0,415,0,0
1072.38,808.94,1.3257,930.7,0,0.0159,44,0,1,0,5,5,2,0,135,0,0
10160.03,10468.45,0.9705,8691.59,0,0.0438,82,0,1,0,8,3,1,0,519,1,1
3820.85,6650.62,0.5745,3277.95,1,0.0219,87,0,0,0,0,3,3,0,364,0,0
3425.38,3283.74,1.0431,3340.17,1,0.0153,47,1,2,0,15,2,0,0,384,0,1
2665.98,4200.84,0.6346,2313.26,1,0.0502,29,0,0,0,16,2,2,0,32,0,0
1067.82,708.99,1.5061,914.88,0,0.0099,51,0,1,0,12,1,2,0,540,0,0
829.79,1113.12,0.7455,759.83,0,0.015,41,0,0,0,5,4,0,0,487,0,0
1021.8,1806.35,0.5657,997.89,0,0.0187,86,0,1,0,1,4,3,1,365,0,0
872.17,473.28,1.8428,775.67,1,0.0822,64,0,1,0,7,0,5,0,264,0,0
5442.84,2240.53,2.4293,4970.71,0,0.0377,88,1,1,0,22,3,2,0,142,0,0
1658.41,1670.05,0.993,1419.58,1,0.0345,48,0,2,0,21,5,2,0,30,0,1
358.54,189.91,1.8879,328.91,0,0.002,77,0,0,0,3,6,1,0,130,0,0
12319.79,17835.83,0.6907,11539.23,0,0.0107,22,1,1,0,8,0,2,0,70,0,0
7683.12,12910.47,0.5951,7188.6,1,0.0356,17,0,0,0,22,6,0,0,119,0,0
9346.79,9418.1,0.9924,8410.84,0,0.0103,86,0,1,0,6,5,1,0,327,0,0
18630.17,14199.85,1.312,16717.41,0,0.038,5,0,0,0,20,3,2,0,70,0,0
818.62,825.3,0.9919,708.92,1,0.0493,61,1,2,0,0,3,2,0,208,1,1
1916.04,2707.03,0.7078,1734.05,0,0.0145,89,0,0,0,13,1,0,0,91,0,0
5119.31,2112.62,2.4232,4427.82,0,0.0152,6,0,1,0,1,2,0,0,120,0,0
4317.78,5290.3,0.8162,4166.61,3,0.003,53,0,0,0,7,6,2,0,207,0,0
734.9,924.95,0.7945,731.18,0,0.0155,81,0,1,0,10,2,0,0,406,0,0
6071.7,7849.27,0.7735,6044.45,0,0.0403,17,0,1,0,4,2,1,1,547,1,1
1039.6,768.09,1.3535,1018.56,1,0.012,59,0,0,1,17,4,0,0,124,0,1
1036.79,1451.17,0.7145,974.71,0,0.004,39,1,2,0,11,2,1,0,112,0,0
2844.91,1501.96,1.8941,2717.26,1,0.0224,54,0,1,0,20,4,5,0,207,0,0
3295.78,2237.76,1.4728,2942.41,0,0.0165,48,0,0,0,23,5,3,0,614,0,0
3186.97,5189.85,0.6141,3010.46,0,0.089,37,0,0,0,19,0,0,1,386,0,0
485.81,696.75,0.6973,446.14,0,0.007,48,0,1,0,18,6,1,0,706,1,0
7497.64,3143.34,2.3852,6915.09,1,0.0256,68,1,5,0,4,4,4,0,147,0,0
1230.46,920.05,1.3374,1185.75,0,0.0395,78,0,0,0,6,3,4,0,132,0,1
635.47,444.94,1.4282,567.02,0,0.0201,77,0,0,0,1,1,0,0,104,0,0
7835.85,6105.14,1.2835,7034.29,0,0.053,27,0,0,0,16,6,3,0,553,0,0
11054.87,8253.39,1.3394,10929.91,0,0.0619,88,1,1,0,12,1,0,0,568,0,0
7084.99,3454.19,2.0511,6081.99,0,0.021,27,0,0,0,10,3,1,0,242,0,0
5953.66,6206.79,0.9592,5494.31,0,0.032,72,0,0,0,4,5,0,0,639,0,0
3877.19,5528.2,0.7013,3826.48,0,0.0299,63,0,0,0,12,6,5,1,662,0,0
2951.45,3687.61,0.8004,2778.95,0,0.0078,52,0,0,1,22,0,2,0,331,1,0
468.52,628.76,0.7451,436.64,0,0.0248,47,1,1,0,12,1,0,0,149,0,0
1987.55,1020.82,1.947,1763.87,1,0.0284,21,0,0,0,7,6,2,0,169,0,0
1782.09,3086.73,0.5773,1606.54,1,0.0204,57,0,0,0,10,3,0,1,557,0,0
1202.7,1892.92,0.6354,1176.01,0,0.0349,75,0,0,0,7,1,0,0,84,0,0
4648.39,7098.68,0.6548,4341.05,0,0.0348,42,0,1,0,9,4,1,0,520,0,0
2547.26,3953.8,0.6443,2361.85,0,0.0276,48,0,1,0,10,5,2,0,107,0,0
445.82,760.48,0.5862,385.61,0,0.0527,27,0,0,0,0,1,0,0,265,0,0
1020.44,1185.71,0.8606,869.83,0,0.0161,72,0,1,0,6,5,1,0,658,0,0
4173.85,2839.87,1.4697,4151.11,1,0.0736,33,1,1,0,7,5,1,0,31,1,1
427.15,539.7,0.7915,387.23,0,0.0315,76,1,4,0,5,4,2,0,547,0,0
6818.2,9818.44,0.6944,6412.39,1,0.021,35,0,0,0,13,6,0,0,247,0,0
2542.2,3643.19,0.6978,2191.27,1,0.0242,16,1,1,0,19,5,0,0,530,0,0
2442.69,2760.31,0.8849,2326.58,1,0.0116,36,0,1,1,6,4,0,0,24,0,0
3291.21,1631.92,2.0168,3257.92,0,0.0108,66,0,0,0,2,1,1,0,498,0,0
6244.02,5741.74,1.0875,5846.59,0,0.0029,76,0,1,0,1,1,2,0,304,1,1
1645.96,2780.15,0.592,1430.2,0,0.0516,56,0,0,0,21,5,4,0,398,0,0
4116.39,5014.7,0.8209,3858.12,0,0.0761,17,0,3,0,17,4,0,0,403,0,0
3069.33,3540.98,0.8668,2961.76,0,0.0405,20,1,1,0,21,1,2,0,316,0,0
1237.27,960.61,1.288,1127.11,0,0.0624,85,0,0,0,2,5,0,0,278,1,1
7531.19,6897.28,1.0919,7395.45,0,0.0085,84,0,1,0,13,6,0,1,542,0,1
